39,44,2,0.01237
60,28,2,0.01219
17,56,2,0.012325
28,53,2,0.011006
58,49,2,0.011007
9,5,2,0.010919
47,15,2,0.01101
46,21,2,0.010986
14,29,2,0.010899
8,52,2,0.011007
54,25,2,0.010911
42,26,2,0.011004
55,56,2,0.01095
46,59,2,0.011041
35,24,2,0.011018
31,40,2,0.011001
13,30,2,0.010958
58,21,2,0.011002
25,38,2,0.011143
3,47,2,0.011006
40,48,2,0.010999
6,32,2,0.010985
54,19,2,0.01102
34,38,2,0.011103
25,36,2,0.011039
50,60,2,0.010992
2,8,2,0.011012
57,29,2,0.011008
48,31,2,0.01099
34,54,2,0.011004
9,1,2,0.010958
31,51,2,0.010953
44,20,2,0.011068
28,16,2,0.010944
27,20,2,0.010954
37,1,2,0.01103
32,23,2,0.01098
17,40,2,0.010944
54,3,2,0.010983
43,53,2,0.01095
38,60,2,0.011015
37,26,2,0.010965
17,42,2,0.010945
22,10,2,0.011039
2,16,2,0.011068
43,15,2,0.011034
25,20,2,0.010987
2,53,2,0.010996
58,12,2,0.010946
41,60,2,0.011003
39,13,2,0.011321
29,38,2,0.010946
3,43,2,0.010992
57,28,2,0.011011
59,26,2,0.011017
30,7,2,0.01098
27,17,2,0.01102
7,15,2,0.011007
11,6,2,0.01096
12,13,2,0.011068
23,42,2,0.011
14,11,2,0.01101
24,40,2,0.011005
5,1,2,0.011008
49,20,2,0.010926
50,12,2,0.01124
45,19,2,0.011036
17,13,2,0.010952
4,33,2,0.010974
38,8,2,0.011009
19,59,2,0.011009
11,48,2,0.011006
38,2,2,0.011039
3,10,2,0.010924
13,44,2,0.011009
60,45,2,0.011178
34,40,2,0.011061
10,6,2,0.011024
8,45,2,0.010968
17,44,2,0.010951
20,4,2,0.01106
35,47,2,0.011005
5,15,2,0.010996
16,41,2,0.010979
48,37,2,0.011
20,33,2,0.011009
3,16,2,0.011065
4,47,2,0.010959
24,45,2,0.010994
52,48,2,0.010995
20,13,2,0.011005
53,35,2,0.010965
3,55,2,0.01102
9,24,2,0.011005
2,55,2,0.011021
42,58,2,0.011016
31,7,2,0.011007
44,40,2,0.011004
57,18,2,0.010979
44,53,2,0.010967
52,35,2,0.010986
12,21,2,0.010996
14,4,2,0.011153
19,24,2,0.011074
15,21,2,0.010979
44,37,2,0.011276
48,38,2,0.011013
5,51,2,0.011025
18,24,2,0.010985
53,56,2,0.010959
24,21,2,0.01107
28,56,2,0.010971
3,34,2,0.011014
4,60,2,0.011068
8,37,2,0.011003
25,52,2,0.011347
30,3,2,0.011004
50,48,2,0.01095
45,29,2,0.010988
54,44,2,0.011016
16,17,2,0.011005
44,30,2,0.010999
33,50,2,0.011007
29,2,2,0.010983
19,12,2,0.011004
60,47,2,0.010931
35,48,2,0.01092
29,27,2,0.011007
17,6,2,0.011005
57,43,2,0.011004
17,2,2,0.011165
12,41,2,0.011047
4,13,2,0.010951
10,27,2,0.011147
41,34,2,0.0111
52,58,2,0.0113
59,31,2,0.011274
55,10,2,0.01101
29,9,2,0.011048
52,6,2,0.011027
30,12,2,0.010943
40,5,2,0.011029
22,20,2,0.011008
54,57,2,0.011086
46,18,2,0.011069
41,3,2,0.011074
27,34,2,0.011011
7,57,2,0.011235
45,40,2,0.010955
28,10,2,0.010923
23,33,2,0.011022
25,6,2,0.011198
58,16,2,0.011168
44,15,2,0.01096
54,36,2,0.010929
60,21,2,0.011012
47,54,2,0.010998
4,25,2,0.011004
58,22,2,0.011013
33,55,2,0.010918
37,14,2,0.01095
42,55,2,0.011071
38,40,2,0.011087
31,47,2,0.010959
22,42,2,0.011065
26,13,2,0.011025
19,8,2,0.011027
27,21,2,0.010997
57,56,2,0.010976
46,5,2,0.011037
4,58,2,0.011007
38,36,2,0.011012
13,21,2,0.011081
22,59,2,0.011065
44,18,2,0.01104
29,55,2,0.01101
13,58,2,0.011069
43,8,2,0.011001
60,16,2,0.010955
24,42,2,0.011016
6,1,2,0.011001
23,37,2,0.010954
8,48,2,0.011038
59,42,2,0.010982
28,51,2,0.010972
41,37,2,0.011003
54,29,2,0.011019
60,55,2,0.011094
48,53,2,0.011259
39,16,2,0.011017
35,23,2,0.010923
57,4,2,0.011048
19,30,2,0.01107
50,31,2,0.011008
28,58,2,0.010994
36,14,2,0.011077
1,33,2,0.011031
19,3,2,0.011015
36,41,2,0.011003
20,45,2,0.011003
38,37,2,0.011004
41,33,2,0.011023
12,39,2,0.011053
10,25,2,0.01104
39,15,2,0.011068
30,43,2,0.011033
32,29,2,0.010957
34,57,2,0.011017
37,28,2,0.010973
52,43,2,0.010985
13,19,2,0.010979
46,12,2,0.010966
17,53,2,0.011007
42,6,2,0.011037
30,52,2,0.010976
45,15,2,0.011184
4,41,2,0.01101
40,55,2,0.010999
23,45,2,0.010994
36,9,2,0.010934
47,17,2,0.010997
13,10,2,0.011026
27,8,2,0.011005
39,59,2,0.011027
29,46,2,0.011015
56,12,2,0.011002
59,60,2,0.010992
10,45,2,0.010982
17,46,2,0.011008
41,29,2,0.011007
35,49,2,0.011115
48,32,2,0.011009
33,45,2,0.011007
12,38,2,0.011019
50,34,2,0.010981
41,48,2,0.011042
4,27,2,0.011007
59,17,2,0.011024
48,16,2,0.011007
42,56,2,0.011076
54,32,2,0.01103
49,29,2,0.010962
22,38,2,0.01101
16,44,2,0.01107
26,49,2,0.011011
22,1,2,0.01093
7,28,2,0.011009
14,3,2,0.011007
52,39,2,0.011145
51,43,2,0.01119
5,28,2,0.011013
40,46,2,0.010944
20,16,2,0.01111
46,24,2,0.011257
59,25,2,0.010953
18,7,2,0.01103
45,35,2,0.011046
37,13,2,0.011049
1,10,2,0.011021
33,21,2,0.011
38,31,2,0.011003
47,16,2,0.01095
54,59,2,0.011067
47,39,2,0.011013
36,59,2,0.011008
23,46,2,0.01104
4,51,2,0.011004
19,48,2,0.011198
28,2,2,0.010917
47,26,2,0.011041
3,6,2,0.011003
40,37,2,0.011009
1,51,2,0.011003
11,37,2,0.01106
23,6,2,0.010968
11,45,2,0.010983
49,12,2,0.011005
43,47,2,0.011028
34,8,2,0.010961
12,6,2,0.011002
35,8,2,0.011019
49,59,2,0.011159
45,48,2,0.011005
24,4,2,0.011005
35,1,2,0.01109
60,34,2,0.011024
37,27,2,0.011006
16,59,2,0.011032
45,37,2,0.011081
60,40,2,0.010935
3,36,2,0.01101
55,46,2,0.011016
52,5,2,0.010963
16,54,2,0.010976
39,36,2,0.010981
