47,41,2,0.22993
36,43,2,0.010961
48,56,2,0.011007
4,10,2,0.011084
6,57,2,0.010948
48,27,2,0.01104
17,5,2,0.011046
42,32,2,0.011045
37,30,2,0.010973
29,56,2,0.011017
3,46,2,0.010995
5,42,2,0.01102
28,20,2,0.011005
5,32,2,0.011004
53,14,2,0.011017
41,59,2,0.011006
48,21,2,0.011007
25,44,2,0.011106
11,46,2,0.011032
10,29,2,0.010936
25,47,2,0.011009
4,3,2,0.010965
56,45,2,0.011001
13,54,2,0.011092
20,56,2,0.011151
7,4,2,0.011067
22,8,2,0.0111
19,60,2,0.010973
12,17,2,0.011002
7,42,2,0.011062
15,14,2,0.011
60,18,2,0.010978
16,27,2,0.010955
6,8,2,0.011097
34,30,2,0.01094
46,52,2,0.011023
22,5,2,0.011089
2,14,2,0.011005
4,19,2,0.011047
49,9,2,0.010972
47,42,2,0.011088
34,25,2,0.011206
29,40,2,0.010918
31,45,2,0.01114
58,55,2,0.010973
56,37,2,0.011103
19,7,2,0.011016
37,15,2,0.010951
24,14,2,0.011034
51,13,2,0.010967
47,2,2,0.011003
20,26,2,0.01098
10,33,2,0.01105
32,21,2,0.011009
19,43,2,0.010917
12,28,2,0.011071
1,46,2,0.01103
23,50,2,0.010921
1,59,2,0.010999
39,10,2,0.011073
17,4,2,0.01111
30,36,2,0.011204
54,15,2,0.011039
5,49,2,0.011036
9,40,2,0.010972
47,28,2,0.011015
60,37,2,0.011016
52,18,2,0.010958
15,60,2,0.011121
41,28,2,0.011005
18,49,2,0.011114
2,31,2,0.011047
35,60,2,0.011057
39,46,2,0.011016
33,35,2,0.010999
47,36,2,0.011028
60,53,2,0.011125
9,31,2,0.011016
7,29,2,0.011003
18,12,2,0.011001
26,14,2,0.01104
40,7,2,0.011222
16,4,2,0.011021
55,21,2,0.011023
40,19,2,0.010999
27,36,2,0.011053
44,38,2,0.011039
5,55,2,0.011005
4,50,2,0.01107
23,2,2,0.01102
6,24,2,0.011079
40,22,2,0.010958
1,31,2,0.010984
5,50,2,0.01113
14,33,2,0.010965
52,13,2,0.011089
58,38,2,0.011005
44,42,2,0.011008
7,48,2,0.011005
58,35,2,0.011012
56,10,2,0.011002
28,42,2,0.011056
1,49,2,0.010991
8,56,2,0.011045
16,55,2,0.011052
15,29,2,0.010981
54,24,2,0.011001
30,21,2,0.011019
8,50,2,0.010949
17,30,2,0.010978
7,36,2,0.011011
18,37,2,0.011021
22,48,2,0.011063
4,52,2,0.011122
27,28,2,0.011249
11,47,2,0.011002
58,27,2,0.010953
13,5,2,0.010951
34,7,2,0.011042
44,24,2,0.010953
21,41,2,0.011184
34,45,2,0.010911
33,3,2,0.011007
41,27,2,0.01091
5,39,2,0.011031
31,33,2,0.011002
27,53,2,0.010999
38,41,2,0.011029
26,28,2,0.011125
60,24,2,0.011229
54,46,2,0.01107
28,13,2,0.01103
16,40,2,0.011084
2,51,2,0.010991
54,31,2,0.011038
46,44,2,0.011066
15,16,2,0.011083
31,6,2,0.011074
24,47,2,0.011217
36,10,2,0.010996
7,24,2,0.011053
60,8,2,0.011154
28,1,2,0.011009
11,50,2,0.010968
55,30,2,0.011303
14,9,2,0.011034
29,59,2,0.011169
53,49,2,0.011103
47,7,2,0.011007
55,27,2,0.011011
2,7,2,0.011008
19,32,2,0.011013
10,16,2,0.01101
53,23,2,0.010984
30,25,2,0.01105
20,41,2,0.011006
