1,7,1,7,0.012057
1,21,1,7,0.012238
0,99,2,7,0.011895
1,94,2,6,0.012186
1,97,2,7,0.011084
1,63,2,3,0.012249
1,52,1,4,0.011208
0,106,2,2,0.012014
1,45,1,2,0.011948
1,97,2,2,0.01229
1,54,1,4,0.012067
0,73,2,6,0.011009
1,76,2,6,0.012087
0,110,2,2,0.011308
1,24,1,6,0.012218
1,9,1,2,0.012065
0,96,2,2,0.012058
0,73,2,5,0.011844
1,84,2,2,0.011686
1,109,2,1,0.011243
0,101,2,5,0.011955
0,27,1,1,0.012248
0,118,2,1,0.012052
1,67,2,7,0.012165
0,20,1,3,0.012182
0,70,2,2,0.0121
1,115,2,2,0.012173
1,61,2,4,0.011139
1,75,2,1,0.012103
1,89,2,5,0.012172
0,30,1,1,0.012081
0,89,2,3,0.01213
1,82,2,3,0.012081
1,33,1,2,0.01224
0,26,1,1,0.011833
0,59,1,2,0.011738
0,95,2,2,0.01128
1,114,2,1,0.012177
0,43,1,1,0.011761
1,74,2,1,0.011626
1,56,1,6,0.011169
1,34,1,4,0.011765
0,81,2,7,0.01119
0,104,2,1,0.011594
1,8,1,4,0.012098
0,19,1,1,0.01209
0,75,2,6,0.01197
1,19,1,1,0.012006
1,12,1,1,0.012136
1,90,2,5,0.095549
0,3,1,2,0.01154
1,64,2,1,0.012064
0,1,1,3,0.012106
0,25,1,7,0.012057
1,15,1,2,0.012063
0,10,1,7,0.011381
0,74,2,3,0.01218
1,98,2,2,0.012125
0,60,1,4,0.01204
0,34,1,4,0.0121
0,68,2,2,0.012111
0,87,2,4,0.012059
1,31,1,4,0.012203
1,46,1,2,0.012078
1,37,1,4,0.012216
1,92,2,4,0.012098
1,81,2,7,0.012131
0,57,1,4,0.012242
0,54,1,2,0.011469
0,41,1,4,0.012093
1,78,2,2,0.012236
0,117,2,1,0.012079
1,88,2,1,0.01215
0,82,2,3,0.012116
1,111,2,1,0.012223
0,91,2,7,0.012149
0,78,2,1,0.035175
1,69,2,5,0.011357
0,62,2,1,0.012112
0,120,2,1,0.012109
0,4,1,3,0.012058
0,29,1,3,0.023482
0,65,2,6,0.012099
0,102,2,2,0.012226
1,114,2,3,0.012087
0,31,1,2,0.012228
0,17,1,2,0.012058
1,35,1,3,0.093687
0,11,1,6,0.011631
1,100,2,1,0.012122
0,62,2,2,0.012421
0,101,2,2,0.012023
0,112,2,2,0.012131
0,58,1,3,0.012251
0,96,2,1,0.012293
1,108,2,1,0.012102
1,113,2,3,0.012113
0,53,1,2,0.012059
0,102,2,2,0.012237
0,28,1,5,0.012285
1,22,1,6,0.023418
1,72,2,1,0.012137
0,119,2,2,0.012175
1,92,2,2,0.012245
1,39,1,1,0.012214
0,28,1,2,0.011008
1,45,1,1,0.012112
1,107,2,2,0.012119
0,103,2,3,0.059857
0,98,2,3,0.011226
1,72,2,5,0.01224
1,116,2,1,0.012238
1,44,1,1,0.012094
0,5,1,1,0.012078
0,2,1,1,0.011527
0,26,1,2,0.012099
0,55,1,5,0.011533
1,80,2,2,0.012115
0,64,2,2,0.012298
0,111,2,1,0.011994
1,57,1,3,0.047208
1,35,1,5,0.010964
1,60,1,2,3.1301
0,77,2,1,0.012066
0,6,1,3,0.012098
0,23,1,4,0.012061
1,65,2,7,0.012374
1,4,1,2,0.012038
1,93,2,4,0.011537
1,99,2,7,0.012055
1,21,1,2,0.011509
1,106,2,2,0.012192
1,59,1,6,0.012133
1,118,2,2,0.01183
0,6,1,7,0.012081
1,87,2,2,0.012238
1,94,2,3,0.011242
0,90,2,2,0.012259
0,110,2,3,0.036507
0,33,1,5,0.011956
1,52,1,1,0.012107
0,71,2,4,0.011924
1,91,2,2,0.011589
1,14,1,3,0.071933
1,112,2,4,0.012195
0,3,1,3,0.01213
1,113,2,4,0.012185
1,51,1,5,0.01214
0,84,2,5,0.012134
0,1,1,4,0.012009
1,23,1,3,0.012141
0,42,1,3,0.012328
0,10,1,5,0.012222
0,48,1,2,0.01201
1,85,2,4,0.012052
1,71,2,3,0.011224
0,93,2,4,0.011605
0,58,1,4,0.012338
1,103,2,4,0.01205
1,24,1,4,0.012171
0,51,1,5,0.012179
0,20,1,4,0.01212
0,56,1,4,0.012159
0,80,2,3,0.012092
0,30,1,3,0.011507
0,40,1,2,0.012108
1,79,2,2,0.012113
0,55,1,2,0.012096
1,105,2,4,0.011161
0,63,2,2,0.012068
1,49,1,5,0.023398
0,95,2,5,0.012058
0,83,2,4,0.012077
1,116,2,4,0.012016
1,83,2,6,0.011665
0,44,1,2,0.012124
1,47,1,5,0.012057
1,61,2,5,0.01205
0,86,2,5,0.012234
0,36,1,5,0.011216
0,39,1,5,0.01211
0,13,1,5,0.012193
0,11,1,5,0.011884
1,8,1,2,0.012121
0,66,2,4,0.012075
1,40,1,5,0.035338
0,69,2,4,0.012228
0,117,2,2,0.012209
0,18,1,3,0.011621
1,14,1,2,0.01212
0,53,1,3,0.011996
0,88,2,1,0.011096
1,100,2,4,0.012032
0,67,2,3,0.011204
1,77,2,3,0.012071
1,115,2,3,0.011809
0,15,1,3,0.011765
0,46,1,5,0.011133
0,38,1,2,0.012091
0,32,1,4,0.012124
0,36,1,3,0.012075
1,7,1,2,0.012273
1,48,1,3,0.012018
1,42,1,3,0.011286
1,85,2,6,0.011892
1,43,1,1,0.011148
1,79,2,3,0.012015
1,47,1,7,0.011944
1,120,2,2,0.012245
0,25,1,4,0.012107
0,108,2,2,0.011192
1,107,2,2,0.012114
1,32,1,5,0.01224
0,38,1,3,0.012058
1,2,1,2,0.012318
1,29,1,4,0.046459
0,12,1,4,0.012006
0,5,1,4,0.012126
1,41,1,4,0.012191
1,50,1,3,0.01225
1,9,1,2,0.011402
1,37,1,6,0.012145
1,76,2,5,0.012005
1,119,2,2,0.093648
0,49,1,3,0.012047
1,16,1,2,0.011995
1,22,1,2,0.012244
0,70,2,2,0.012073
0,104,2,3,0.010969
1,16,1,1,0.083606
0,13,1,2,0.012184
0,27,1,4,0.048213
1,18,1,2,0.012071
1,86,2,2,0.011931
1,68,2,5,0.011705
1,66,2,1,0.012286
0,109,2,2,0.011999
1,50,1,3,0.34578
0,105,2,4,0.0238
1,17,1,1,0.012274
